lat,lon,value,id,class,image_date,image_source,notes,discard,reason
889745.7078,-240913.0162,1,35,w,12/1/2016,landsat,,,
675695.7078,-246523.0162,1,36,w,12/1/2016,landsat,,,
1429595.708,253606.9838,1,37,n,5/30/2017,maxar,,,
1073135.708,-391663.0162,1,38,n,9/3/2009,maxar,,,
1519085.708,626326.9838,1,39,f,12/1/2016,landsat,,,
1455365.708,582976.9838,1,40,n,12/1/2016,landsat,,,
1459145.708,417916.9838,1,41,n,5/10/2018,maxar,,,
793415.7078,1418746.984,1,42,n,12/1/2016,landsat,,,
1027625.708,-239503.0162,1,43,n,12/1/2016,landsat,,,
1324355.708,-2413.01622,1,44,n,12/2/2016,landsat,,,
1030655.708,-175423.0162,1,45,n,6/20/2012,maxar,,,
1023275.708,-292843.0162,1,46,n,12/1/2016,maxar,,,
1104695.708,124876.9838,1,47,n,5/10/2017,maxar,,,
1486595.708,632656.9838,1,48,n,5/11/2005,maxar,,,
1408475.708,-79213.01622,1,49,n,12/1/2016,landsat,,,
1589045.708,355396.9838,1,50,n,8/11/2011,maxar,,,
1359845.708,370216.9838,1,51,n,8/11/2013,maxar,,,
1370225.708,617446.9838,1,52,u,6/15/2014,maxar,very close to glacier,y,too close to edge
1008845.708,90106.98378,1,53,w,12/1/2016,landsat,,,
1058525.708,-206803.0162,1,54,n,9/23/2010,maxar,,,
1495595.708,436576.9838,1,55,n,8/30/2016,maxar,,,
1192835.708,-253453.0162,1,56,n,12/1/2016,landsat,,,
571115.7078,-637183.0162,1,57,u,12/1/2016,landsat,could be glacier but probably snow,,
1472975.708,585646.9838,1,58,n,12/1/2016,landsat,,,
568565.7078,-601693.0162,1,59,w,6/15/2012,maxar,,,
1286525.708,666736.9838,1,60,n,9/7/2015,maxar,very close to debris covered glacier,,
1438385.708,547666.9838,1,61,n,9/10/2011,maxar,,,
846695.7078,1413076.984,1,62,f,5/26/2010,maxar,,,
1165355.708,-460993.0162,1,63,n,12/1/2016,landsat,,,
1284215.708,103756.9838,1,64,n,12/1/2016,landsat,very close to glacier,,
1086605.708,11656.98378,1,65,n,12/1/2016,landsat,,,
1047935.708,1051036.984,1,66,w,12/1/2016,landsat,,,
1133015.708,318346.9838,1,67,f,5/29/2017,maxar,,,
1463165.708,45256.98378,1,68,f,12/1/2016,landsat,,,
651905.7078,-520663.0162,1,69,n,10/1/2014,maxar,,,
1100405.708,-48613.01622,1,70,w,6/27/2019,maxar,,,
1661045.708,332086.9838,1,71,n,6/12/2017,maxar,,,
1462235.708,293716.9838,1,72,n,9/12/2010,maxar,,,
1126595.708,-204583.0162,1,73,n,12/1/2016,landsat,,,
1081115.708,1111006.984,1,74,w,5/10/2016,maxar,,,
1354445.708,37126.98378,1,75,n,12/1/2016,landsat,,,
435515.7078,-987583.0162,1,76,n,4/19/2014,maxar,,,
961175.7078,-172633.0162,1,77,n,8/8/2012,maxar,,,
1124675.708,-289153.0162,1,78,n,12/1/2016,landsat,,,
1558625.708,128356.9838,1,79,n,7/5/2008,maxar,,,
1423655.708,253636.9838,1,80,n,5/30/2017,maxar,,,
1252835.708,134176.9838,1,81,n,12/1/2016,landsat,,,
706625.7078,-223933.0162,1,82,w,12/1/2016,landsat,,,
1055765.708,-193963.0162,1,83,n,6/26/2019,maxar,,,
1434845.708,606406.9838,1,84,u,12/1/2016,landsat,insufficient resolution,,
1071155.708,1171456.984,1,85,w,7/16/2013,maxar,,,
1486475.708,626446.9838,1,86,n,5/11/2005,maxar,,,
1137425.708,-79273.01622,1,87,n,12/1/2016,landsat,,,
1480535.708,333346.9838,1,88,n,8/11/2011,maxar,,,
1029305.708,1169386.984,1,89,w,3/22/2012,maxar,,,
844475.7078,-209563.0162,1,90,n,9/23/2010,maxar,,,
1204895.708,272776.9838,1,91,n,6/29/2019,maxar,,,
1190165.708,-147313.0162,1,92,n,12/1/2016,landsat,,,
894515.7078,62776.98378,1,93,n,12/1/2016,landsat,,,
1651205.708,416956.9838,1,94,n,12/1/2016,landsat,,,
1021025.708,-360913.0162,1,95,w,2/28/2010,maxar,ice conflation,,
1517525.708,67516.98378,1,96,n,12/1/2016,landsat,,,
1426985.708,664276.9838,1,97,n,12/1/2016,landsat,,,
1364825.708,436666.9838,1,98,n,5/19/2015,maxar,,,
1234205.708,257716.9838,1,99,n,6/25/2019,CNES,,,
930665.7078,1438726.984,1,100,u,12/1/2016,landsat,very close to glacier,y,too close to edge
1350725.708,425686.9838,1,101,n,10/1/2018,maxar,,,
1547285.708,594406.9838,1,102,n,12/1/2016,landsat,,,
744635.7078,-331723.0162,1,103,n,12/1/2016,landsat,,,
1214135.708,448996.9838,1,104,n,4/9/2010,maxar,,,
663335.7078,-243403.0162,1,105,w,12/1/2016,landsat,,,
1361135.708,494656.9838,1,106,n,12/1/2016,landsat,,,
1228415.708,-33523.01622,1,107,n,12/1/2016,landsat,,,
1612775.708,251896.9838,1,108,n,6/1/2017,maxar,,,
563435.7078,-377563.0162,1,109,w,12/1/2016,landsat,,,
1417745.708,341566.9838,1,110,n,12/1/2016,landsat,,,
928415.7078,1253356.984,1,111,w,8/10/2013,maxar,,,
1151165.708,753796.9838,1,112,w,8/3/2015,maxar,,,
1219565.708,251176.9838,1,113,n,6/25/2019,CNES,,,
1428395.708,254566.9838,1,114,n,5/30/2017,maxar,,,
1149995.708,-59893.01622,1,115,n,12/1/2016,landsat,,,
1432505.708,486406.9838,1,116,n,9/6/2006,maxar,,,
529085.7078,-766813.0162,1,117,n,10/19/2013,maxar,,,
1670015.708,457786.9838,1,118,n,12/1/2016,landsat,,,
1255145.708,51916.98378,1,119,n,8/1/2008,maxar,,,
1128155.708,-144853.0162,1,120,n,12/1/2016,landsat,,,
1343225.708,221446.9838,1,121,n,5/30/2017,maxar,,,
452735.7078,-944683.0162,1,122,w,12/1/2016,landsat,,,
1044455.708,-186253.0162,1,123,n,12/1/2016,landsat,,,
945125.7078,1209826.984,1,124,n,9/2/2015,maxar,,,
798125.7078,-194203.0162,1,125,n,10/7/2012,maxar,,,
966395.7078,-270193.0162,1,126,n,5/12/2012,maxar,,,
1500935.708,613786.9838,1,127,n,5/11/2005,maxar,,,
1521695.708,554356.9838,1,128,n,7/31/2016,maxar,,,
1169975.708,-115633.0162,1,129,n,7/17/2012,maxar,,,
1591055.708,315166.9838,1,130,n,12/1/2016,landsat,,,
1168055.708,-266653.0162,1,131,n,9/17/2010,maxar,,,
1121375.708,995206.9838,1,132,n,9/8/2014,maxar,,,
1438415.708,200926.9838,1,133,n,5/30/2017,maxar,,,
1206395.708,647926.9838,1,134,u,12/1/2016,landsat,near glacier,,
850535.7078,1216396.984,1,135,w,12/1/2016,landsat,,,
587885.7078,-605953.0162,1,136,n,5/2/2014,maxar,,,
1170215.708,621076.9838,1,137,w,6/15/2015,maxar,,,
1430075.708,497056.9838,1,138,n,8/1/2009,maxar,,,
1112345.708,-267403.0162,1,139,w,9/22/2011,maxar,,,
701045.7078,-244063.0162,1,140,w,12/1/2016,landsat,,,
1032905.708,-406453.0162,1,141,n,8/23/2010,maxar,,,
1199705.708,210616.9838,1,142,n,6/5/2013,maxar,,,
493985.7078,-794113.0162,1,143,w,3/15/2006,maxar,,,
1007045.708,91006.98378,1,144,w,12/1/2016,landsat,,,
978995.7078,1091716.984,1,145,f,5/3/2004,maxar,,,
623075.7078,-460663.0162,1,146,n,12/1/2016,landsat,,,
1236695.708,340726.9838,1,147,n,5/29/2017,maxar,some snow,,
900845.7078,1276636.984,1,148,w,4/29/2004,maxar,,,
1472315.708,200686.9838,1,149,n,7/29/2014,maxar,,,
1524605.708,435976.9838,1,150,n,12/1/2016,landsat,near glacier,,
426095.7078,-1022653.016,1,151,w,3/20/2010,maxar,,,
1473245.708,21976.98378,1,152,n,12/1/2016,landsat,,,
517895.7078,-573463.0162,1,153,w,12/21/2006,landsat,,,
959345.7078,-204673.0162,1,154,w,8/8/2012,maxar,,,
1108895.708,107146.9838,1,155,w,12/1/2016,landsat,,,
1441445.708,-59413.01622,1,156,n,12/1/2016,landsat,,,
821285.7078,1329436.984,1,157,f,9/4/2017,maxar,,,
998405.7078,-180643.0162,1,158,n,12/1/2016,landsat,,,
1430915.708,244966.9838,1,159,n,5/30/2017,maxar,,,
1069535.708,-332113.0162,1,160,n,12/1/2016,landsat,,,
964925.7078,1308436.984,1,161,n,10/1/2011,maxar,,,
721835.7078,1786.98378,1,162,n,6/5/2012,maxar,,,
856955.7078,1262686.984,1,163,w,7/12/2014,maxar,,,
1479725.708,72736.98378,1,164,n,12/1/2016,landsat,,,
566375.7078,-389413.0162,1,165,w,12/1/2016,landsat,,,
1242125.708,327526.9838,1,166,f,5/29/2017,maxar,,,
1342985.708,296386.9838,1,167,f,5/30/2017,maxar,,,
1001645.708,1038046.984,1,168,n,12/1/2016,landsat,,,
1512155.708,172816.9838,1,169,f,9/5/2010,maxar,,,
993545.7078,-106753.0162,1,170,n,12/1/2016,landsat,,,
1045595.708,65506.98378,1,171,w,12/1/2016,landsat,,,
803165.7078,-152983.0162,1,172,u,12/1/2016,landsat,very close to glacier,,
1425785.708,486046.9838,1,173,n,9/6/2006,maxar,,,
1540205.708,345436.9838,1,174,u,12/1/2016,landsat,could be glacier but probably morrain ,,
1249445.708,122086.9838,1,175,n,12/1/2016,landsat,,,
659195.7078,-409693.0162,1,176,n,6/6/2012,maxar,,,
1036805.708,-104773.0162,1,177,n,6/6/2019,CNES,,,
1156145.708,-368023.0162,1,178,n,12/1/2016,landsat,,,
1088795.708,169756.9838,1,179,n,5/8/2014,maxar,,,
937625.7078,-108853.0162,1,180,n,7/3/2006,maxar,,,
1184285.708,339346.9838,1,181,w,9/20/2007,maxar,,,
1289135.708,168856.9838,1,182,n,7/21/2005,maxar,,,
1312025.708,196.98378,1,183,n,12/1/2016,landsat,,,
904865.7078,1395856.984,1,184,f,3/17/2005,maxar,,,
1019375.708,-276793.0162,1,185,n,10/25/2005,maxar,,,
1452125.708,278446.9838,1,186,n,5/30/2017,maxar,,,
1666475.708,420466.9838,1,187,n,12/1/2016,landsat,,,
1164065.708,-61423.01622,1,188,n,12/1/2016,landsat,,,
679955.7078,-486673.0162,1,189,n,10/1/2014,maxar,,,
1405625.708,668506.9838,1,190,n,8/26/2014,maxar,near water,,
850775.7078,1304146.984,1,191,f,5/11/2004,maxar,,,
786605.7078,1366636.984,1,192,n,12/1/2016,landsat,,,
477875.7078,-930013.0162,1,193,n,9/26/2014,maxar,,,
1105805.708,1141966.984,1,194,n,7/26/2010,maxar,,,
1464575.708,-80353.01622,1,195,n,12/1/2016,landsat,,,
1055465.708,-103903.0162,1,196,w,5/10/2011,maxar,ice conflation,,
1160915.708,60826.98378,1,197,n,6/19/2005,maxar,,,
901805.7078,-46783.01622,1,198,u,12/1/2016,landsat,insufficient resolution,,
799025.7078,1317196.984,1,199,n,8/8/2003,maxar,,,
1451315.708,-103753.0162,1,200,n,7/30/2015,maxar,,,
1410575.708,144586.9838,1,201,n,8/22/2014,maxar,,,
1001075.708,3256.98378,1,202,n,7/2/2015,maxar,,,
1009655.708,-16243.01622,1,203,w,6/18/2008,maxar,,,
1127675.708,221686.9838,1,204,g,11/13/2018,maxar,,,
1397765.708,614596.9838,1,205,n,10/30/2012,maxar,,,
1183865.708,-71803.01622,1,206,n,12/1/2016,maxar,,,
1079825.708,218566.9838,1,207,n,4/16/2011,maxar,,,
885605.7078,1139776.984,1,208,w,5/31/2011,maxar,,,
1075775.708,-225973.0162,1,209,n,12/1/2016,landsat,,,
1506035.708,615646.9838,1,210,f,5/11/2005,maxar,,,
1601075.708,388306.9838,1,211,f,4/19/2012,maxar,,,
794855.7078,-266983.0162,1,212,n,12/1/2016,landsat,,,
535265.7078,-788293.0162,1,213,w,12/1/2016,landsat,,,
888155.7078,1310356.984,1,214,w,6/11/2004,maxar,,,
920675.7078,91996.98378,1,215,w,12/1/2016,landsat,freshwater,,
498065.7078,-847033.0162,1,216,w,5/3/2009,maxar,,,
1185035.708,-16723.01622,1,217,n,7/13/2013,maxar,,,
1596665.708,423976.9838,1,218,f,4/8/2012,maxar,,,
1036925.708,-253423.0162,1,219,f,6/26/2019,CNES,,,
1058165.708,51826.98378,1,220,w,12/1/2016,landsat,,,
1142375.708,377926.9838,1,221,w,12/2/2016,landsat,,,
1464725.708,21016.98378,1,222,n,12/1/2016,landsat,,,
967595.7078,-63613.01622,1,223,n,12/1/2106,landsat,,,
1117385.708,293326.9838,1,224,n,12/1/2016,landsat,near water,,
1321955.708,576346.9838,1,225,n,8/1/2006,maxar,,,
942455.7078,1312246.984,1,226,n,12/1/2016,landsat,,,
1300205.708,295156.9838,1,227,n,9/12/2011,maxar,,,
921995.7078,1272076.984,1,228,w,4/29/2004,maxar,,,
1106555.708,156826.9838,1,229,n,8/31/2003,maxar,,,
1175465.708,386956.9838,1,230,w,8/18/2010,maxar,,,
1227305.708,442516.9838,1,231,u,12/1/2016,landsat,insufficient resolution,,
1053275.708,-241453.0162,1,232,n,12/1/2016,landsat,,,
796745.7078,1371886.984,1,233,n,4/30/2014,maxar,,,
840695.7078,1414996.984,1,234,w,5/26/2010,maxar,,,
875195.7078,1464046.984,1,235,n,7/9/2014,maxar,,,
1507775.708,536836.9838,1,236,n,12/1/2016,landsat,,,
1126415.708,855496.9838,1,237,n,12/1/2016,landsat,,,
1502135.708,485686.9838,1,238,u,12/1/2016,landsat,insufficient resolution,,
1090685.708,-80413.01622,1,239,n,9/21/2009,maxar,,,
838865.7078,1331086.984,1,240,n,5/7/2013,maxar,,,
1226345.708,165106.9838,1,241,w,12/1/2016,landsat,,,
1150925.708,-195493.0162,1,242,n,12/1/2016,landsat,,,
1437995.708,-83473.01622,1,243,f,6/13/2019,CNES,,,
1611005.708,187396.9838,1,244,n,6/1/2017,maxar,,,
1227605.708,349726.9838,1,245,w,5/29/2017,maxar,,,
996785.7078,1137316.984,1,246,w,3/11/2012,maxar,,,
1175405.708,-330493.0162,1,247,n,12/1/2016,landsat,,,
1074515.708,-279313.0162,1,248,n,10/25/2005,maxar,,,
834245.7078,-241663.0162,1,249,w,9/19/2009,maxar,,,
1087475.708,-321013.0162,1,250,n,7/10/2009,maxar,,,
1252325.708,-219793.0162,1,251,f,9/12/2010,maxar,,,
1079015.708,-330553.0162,1,252,n,12/1/2016,landsat,,,
1237895.708,125206.9838,1,253,n,4/15/2011,maxar,,,
1114655.708,-31453.01622,1,254,n,12/1/2016,landsat,,,
1305575.708,655816.9838,1,255,n,9/7/2015,maxar,,,
1019525.708,-59563.01622,1,256,n,9/5/2014,maxar,,,
1162355.708,811036.9838,1,257,n,12/1/2016,landsat,,,
893165.7078,1355956.984,1,258,n,7/13/2013,maxar,,,
818705.7078,1342576.984,1,259,f,5/7/2013,maxar,,,
1407455.708,314176.9838,1,260,n,12/1/2016,landsat,,,
1241225.708,427126.9838,1,261,n,5/29/2017,maxar,,,
1138565.708,-297073.0162,1,262,n,10/13/2012,maxar,,,
1255745.708,210826.9838,1,263,w,7/30/2018,maxar,,,
1116245.708,-103543.0162,1,264,n,7/17/2012,maxar,,,
1237985.708,-38083.01622,1,265,n,12/1/2016,landsat,,,
1452695.708,196006.9838,1,266,n,7/5/2018,maxar,,,
1204565.708,266176.9838,1,267,n,8/28/2016,maxar,,,
770735.7078,-195913.0162,1,268,n,9/24/2010,maxar,,,
889445.7078,1435216.984,1,269,n,12/1/2016,landsat,,,
1129445.708,325036.9838,1,270,w,5/29/2017,maxar,,,
1180235.708,586216.9838,1,271,tw,8/27/2012,USGS,surging,,
444485.7078,-1074073.016,1,272,w,6/8/2012,maxar,,,
1418495.708,218836.9838,1,273,n,5/30/2017,maxar,,,
985025.7078,-56083.01622,1,274,n,12/1/2016,landsat,,,
1384505.708,319546.9838,1,275,n,12/1/2016,landsat,,,
1036265.708,1150696.984,1,276,n,7/16/2013,maxar,,,
1279505.708,-18913.01622,1,277,n,12/1/2016,landsat,,,
1286105.708,581416.9838,1,278,n,12/1/2016,landsat,,,
1341215.708,357436.9838,1,279,n,8/9/2003,maxar,,,
1016615.708,1123396.984,1,280,w,12/30/2004,maxar,,,
1135265.708,1035706.984,1,281,n,12/1/2016,landsat,,,
1498775.708,18256.98378,1,282,n,12/2/2016,landsat,,,
1187945.708,547966.9838,1,283,n,5/18/2008,maxar,,,
1011935.708,-197833.0162,1,284,n,12/1/2016,landsat,,,
1361585.708,247606.9838,1,285,n,5/30/2017,maxar,,,
1114445.708,115996.9838,1,286,w,12/1/2016,landsat,,,
1366415.708,354226.9838,1,287,n,8/9/2003,maxar,,,
1294085.708,460936.9838,1,288,n,6/21/2005,maxar,,,
792185.7078,61006.98378,1,289,n,9/4/2010,maxar,,,
1157195.708,-413413.0162,1,290,n,7/7/2012,maxar,,,
963575.7078,-62893.01622,1,291,n,12/1/2016,landsat,,,
1506155.708,574456.9838,1,292,n,4/22/2015,maxar,,,
1513115.708,594016.9838,1,293,n,5/11/2005,maxar,,,
1146485.708,829936.9838,1,294,n,9/10/2011,maxar,,,
1312775.708,112546.9838,1,295,n,12/1/2016,landsat,,,
1348295.708,417496.9838,1,296,n,12/1/2016,landsat,,,
1122815.708,1144336.984,1,297,n,7/26/2010,maxar,,,
1236785.708,-78583.01622,1,298,n,12/1/2016,landsat,,,
1250705.708,375826.9838,1,299,n,9/30/2012,maxar,,,
1277915.708,175036.9838,1,300,n,8/5/2006,maxar,,,
1061945.708,161806.9838,1,301,n,7/19/2003,maxar,,,
1172645.708,352126.9838,1,302,w,12/1/2016,landsat,,,
1569035.708,275866.9838,1,303,n,6/1/2017,maxar,,,
1435775.708,275116.9838,1,304,n,5/30/2017,maxar,,,
1336085.708,295156.9838,1,305,n,5/30/2017,maxar,,,
774845.7078,-244603.0162,1,306,n,6/12/2012,maxar,,,
763805.7078,10396.98378,1,307,n,9/27/2011,maxar,,,
1211765.708,430576.9838,1,308,f,5/29/2017,maxar,,,
1408715.708,460786.9838,1,309,f,5/2/2015,maxar,,,
1069685.708,-367123.0162,1,310,n,12/1/2016,landsat,,,
1459775.708,469636.9838,1,311,n,12/1/2016,landsat,,,
1388585.708,338926.9838,1,312,n,12/1/2016,landsat,,,
560705.7078,-703273.0162,1,313,n,9/7/2012,maxar,,,
1190495.708,-203023.0162,1,314,n,12/1/2016,landsat,,,
1375835.708,411016.9838,1,315,n,5/3/2014,maxar,,,
1220705.708,-282823.0162,1,316,n,12/1/2016,landsat,,,
1512425.708,133606.9838,1,317,n,8/12/2008,maxar,,,
1219745.708,1017646.984,1,318,n,12/1/2016,landsat,near glacier,,
1147835.708,382846.9838,1,319,w,9/5/2010,maxar,,,
1147505.708,98536.98378,1,320,w,12/1/2016,landsat,,,
671375.7078,-260773.0162,1,321,w,12/1/2016,landsat,,,
762275.7078,-246853.0162,1,322,n,6/12/2012,maxar,,,
1460975.708,22756.98378,1,323,n,5/7/2005,maxar,,,
1015535.708,1153936.984,1,324,n,7/16/2013,maxar,,,
872915.7078,1467076.984,1,325,n,7/5/2013,maxar,,,
1410155.708,627646.9838,1,326,n,12/1/2016,landsat,,,
1521725.708,473416.9838,1,327,n,12/1/2016,landsat,,,
925175.7078,1312996.984,1,328,n,3/18/2004,maxar,,,
783005.7078,47866.98378,1,329,n,9/22/2004,maxar,,,
1318895.708,107386.9838,1,330,n,12/1/2016,landsat,,,
816725.7078,-279673.0162,1,331,w,12/1/2016,landsat,,,
845765.7078,-157603.0162,1,332,n,12/1/2016,landsat,near water,,
453215.7078,-880723.0162,1,333,w,12/1/2016,landsat,,,
1201715.708,174676.9838,1,334,n,4/17/2011,maxar,,,
1205135.708,454906.9838,1,335,n,4/9/2010,maxar,,,
1254905.708,-69313.01622,1,336,n,12/1/2016,landsat,,,
1173965.708,682486.9838,1,337,n,8/9/2004,maxar,,,
1408865.708,141136.9838,1,338,n,5/31/2017,maxar,,,
1145165.708,-198163.0162,1,339,n,12/1/2016,landsat,,,
1310195.708,1996.98378,1,340,n,12/1/2016,landsat,,,
1562105.708,122956.9838,1,341,n,7/5/2008,maxar,,,
877145.7078,1287466.984,1,342,w,5/16/2017,maxar,,,
1361675.708,231106.9838,1,343,n,5/30/2017,maxar,,,
813125.7078,-220423.0162,1,344,n,12/1/2016,landsat,,,
921125.7078,-167833.0162,1,345,n,5/15/2012,maxar,likely freshwater,,
1579805.708,197326.9838,1,346,n,9/24/2011,maxar,,,
1467395.708,483286.9838,1,347,n,12/1/2016,landsat,,,
1447085.708,568966.9838,1,348,n,8/15/2004,maxar,,,
1275395.708,153076.9838,1,349,n,12/1/2016,landsat,,,
1121345.708,-262693.0162,1,350,n,10/30/2005,maxar,,,
999095.7078,-57343.01622,1,351,n,7/1/2014,maxar,,,
1219895.708,232156.9838,1,352,n,9/18/2010,maxar,,,
1437995.708,184126.9838,1,353,n,5/31/2017,maxar,,,
802475.7078,1276.98378,1,354,n,12/1/2016,landsat,,,
1291385.708,485656.9838,1,355,n,7/7/2009,maxar,,,
1172345.708,614866.9838,1,356,w,6/15/2015,maxar,,,
962615.7078,-275653.0162,1,357,w,3/5/2012,maxar,some ice,,
484535.7078,-932173.0162,1,358,n,9/26/2014,maxar,,,
1364375.708,321286.9838,1,359,n,12/1/2016,landsat,,,
1061915.708,-170923.0162,1,360,n,6/20/2012,landsat,,,
1376675.708,107506.9838,1,361,n,12/1/2016,landsat,,,
1286795.708,249616.9838,1,362,n,10/19/2012,maxar,,,
1622255.708,321256.9838,1,363,n,5/5/2005,maxar,,,
778895.7078,-266053.0162,1,364,n,7/4/2011,maxar,,,
1429025.708,28786.98378,1,365,n,12/1/2016,landsat,,,
1455755.708,570886.9838,1,366,n,12/1/2016,landsat,,,
1105685.708,1101406.984,1,367,n,12/1/2016,landsat,,,
1515065.708,502186.9838,1,368,n,12/1/2016,landsat,,,
1308245.708,520156.9838,1,369,n,8/24/2004,maxar,,,
867815.7078,-133123.0162,1,370,n,12/1/2016,landsat,,,
1423775.708,646966.9838,1,371,n,12/1/2016,landsat,,,
1566035.708,92206.98378,1,372,n,12/1/2016,landsat,,,
1565915.708,83776.98378,1,373,n,12/1/2016,landsat,,,
1533155.708,125086.9838,1,374,n,12/1/2016,landsat,,,
425465.7078,-1167523.016,1,375,n,6/8/2012,maxar,,,
486995.7078,-813823.0162,1,376,u,12/1/2016,landsat,insufficient resolution,,
1050755.708,-320683.0162,1,377,n,12/1/2016,landsat,,,
1221425.708,264496.9838,1,378,n,8/30/2015,maxar,,,
1212575.708,-240853.0162,1,379,n,12/1/2016,landsat,,,
1586945.708,224656.9838,1,380,n,8/21/2010,maxar,,,
1499015.708,379156.9838,1,381,n,12/1/2016,landsat,,,
1152245.708,159886.9838,1,382,n,4/17/2011,maxar,,,
834545.7078,28786.98378,1,383,n,12/1/2016,landsat,,,
1288265.708,667606.9838,1,384,n,9/17/2011,maxar,,,
1509905.708,55606.98378,1,385,n,12/1/2016,landsat,,,
1441895.708,483226.9838,1,386,n,12/1/2016,landsat,,,
825065.7078,-160693.0162,1,387,n,12/1/2016,landsat,,,
1544345.708,239476.9838,1,388,n,7/6/2019,CNES,,,
1156265.708,172276.9838,1,389,n,4/17/2011,maxar,,,
965075.7078,1142206.984,1,390,w,12/1/2016,landsat,,,
1131515.708,274426.9838,1,391,n,6/29/2019,CNES,,,
1183055.708,635986.9838,1,392,n,6/5/2009,maxar,,,
1024115.708,-47893.01622,1,393,n,12/1/2016,landsat,,,
1442585.708,286036.9838,1,394,n,12/1/2016,landsat,,,
1509305.708,552106.9838,1,395,n,12/1/2016,landsat,,,
1344365.708,334246.9838,1,396,n,5/30/2017,maxar,,,
657275.7078,-507193.0162,1,397,n,12/1/2016,landsat,,,
1501835.708,625636.9838,1,398,n,5/11/2010,maxar,,,
1386575.708,-20023.01622,1,399,n,12/1/2016,landsat,,,
1278845.708,133756.9838,1,400,n,4/15/2011,maxar,,,
1270535.708,696196.9838,1,401,n,8/1/2010,maxar,,,
935165.7078,-66133.01622,1,402,n,7/3/2006,maxar,,,
1581875.708,326626.9838,1,403,n,12/1/2016,landsat,,,
1249625.708,91576.98378,1,404,n,8/10/2004,maxar,,,
857765.7078,1313656.984,1,405,f,5/11/2004,maxar,,,
1035065.708,33646.98378,1,406,w,3/21/2006,maxar,,,
609515.7078,-520633.0162,1,407,n,8/14/2019,CNES,,,
1313435.708,649576.9838,1,408,u,9/7/2015,maxar,very close to glacier,y,too close to edge
1590425.708,308926.9838,1,409,n,12/1/2016,landsat,,,
1088525.708,-345613.0162,1,410,n,12/1/2016,landsat,,,
1140785.708,315076.9838,1,411,w,5/29/2017,maxar,,,
875195.7078,-255433.0162,1,412,w,12/1/2016,landsat,,,
781025.7078,1420246.984,1,413,w,12/2/2016,landsat,,,
1044635.708,-382903.0162,1,414,n,12/1/2016,landsat,,,
1103735.708,-213133.0162,1,415,n,12/1/2016,landsat,,,
1033205.708,-355543.0162,1,416,n,2/28/2002,maxar,,,
1156295.708,7966.98378,1,417,w,7/21/2013,maxar,,,
1112885.708,-322573.0162,1,418,n,12/1/2016,landsat,,,
750845.7078,-154843.0162,1,419,w,12/1/2016,landsat,,,
859685.7078,86266.98378,1,420,n,5/22/2016,maxar,,,
1119005.708,-435223.0162,1,421,n,12/1/2016,landsat,,,
1186775.708,383176.9838,1,422,w,9/5/2010,maxar,,,
1192655.708,24826.98378,1,423,n,12/1/2016,landsat,,,
1075805.708,1125256.984,1,424,w,7/27/2013,maxar,,,
1347905.708,144976.9838,1,425,n,5/10/2011,maxar,,,
