lat,lon,value,id,class,image_date,image_source,notes,discard,reason
1094825.708,959836.9838,1,79,g,6/18/2015,Maxar,image artifact,,
1221905.708,639286.9838,1,80,g,5/21/2004,Maxar,close to an edge ,,
1365275.708,536746.9838,1,81,g,6/5/2014,Maxar,could also be some snow ,,
1446635.708,151246.9838,1,82,s,5/31/2017,na,very close to a glacier but likely mountain snow ,,
956915.7078,1124416.984,1,83,u,9/13/2013,Maxar,"could be glacier, might be snow ",,
1151915.708,1111726.984,1,84,u,16-Dec,landsat,very likely glacier,,
1404665.708,494206.9838,1,85,d,6/26/2013,Maxar,could also be morrain,,
932735.7078,1454956.984,1,86,g,8/1/2019,CNES,shrank considerably ,,
1404785.708,95686.98378,1,87,g,5/31/2017,na,could also be some snow ,,
1290335.708,96376.98378,1,88,g,17-May,landsat,very close to an edge,,
1146845.708,276736.9838,1,89,u,17-May,landsat,likely snow conflation,,
1535555.708,417436.9838,1,90,g,9/8/2003,Maxar,likely shrank since date,,
1161365.708,876016.9838,1,91,g,5/21/2014,Maxar,,,
1013825.708,1259536.984,1,92,u,14-Aug,Maxar,likely snow conflation,,
1222565.708,512896.9838,1,93,g,16-Dec,landsat,very close to terminus ,,
1255175.708,479536.9838,1,94,d,16-Dec,landsat,very close to terminus ,,
992195.7078,1277626.984,1,95,u ,16-Dec,landsat,very likely glacier,,
1418915.708,92986.98378,1,96,g,16-Dec,landsat,could also be snow ,,
1029455.708,1263886.984,1,97,sh,16-Dec,landsat,close to snow zone ,,
1145975.708,30526.98378,1,98,g,5/27/2015,Maxar,,,
1117295.708,1031686.984,1,99,u,5/15/2017,na,likely snow conflation,,
1044785.708,1241626.984,1,100,g,8/2/2014,Maxar,,,
1233455.708,541876.9838,1,101,g,9/6/2004,Maxar,,,
1298435.708,1216.98378,1,102,u,16-Dec,landsat,likely morrain,m,very close to edge
1143695.708,874156.9838,1,103,g,5/21/2014,Maxar,,,
1345415.708,574786.9838,1,104,u,9/11/2010,Maxar,shaded and hard to differentiate,,
906935.7078,1429246.984,1,105,u,16-Dec,landsat,insufficient resolution,,
1143815.708,986746.9838,1,106,g,6/26/2014,Maxar,near nunatak,,
1327355.708,586276.9838,1,107,d,6/20/2015,Maxar,could also be morrain,,
1300325.708,281926.9838,1,108,g,4/14/2017,Maxar,near nunatak,,
1213865.708,760696.9838,1,109,g,6/30/2014,Maxar,,,
1286255.708,82516.98378,1,110,g,16-Dec,landsat,could also be snow ,,
1320275.708,686386.9838,1,111,g,5/13/2015,Maxar,near nunatak,,
1269545.708,374536.9838,1,112,g,5/29/2017,na,near nunatak,m,close to edge
1043375.708,162226.9838,1,113,u,,,image deficit ,,
1214735.708,669466.9838,1,114,g,7/1/2006,Maxar,near nunatak,,
1053575.708,170836.9838,1,115,g,7/19/2005,Maxar,,,
1186295.708,754246.9838,1,116,g,8/3/2015,Maxar,some debris,,
1211615.708,487426.9838,1,117,g,15-Aug,landsat,,,
1180115.708,833956.9838,1,118,u,,,image deficit ,,
1092065.708,956926.9838,1,119,g,5/27/2015,Maxar,near some morrain or nunatak,,
1055015.708,1240186.984,1,120,g,8/2/2014,Maxar,some debris,,
1528505.708,361606.9838,1,121,u,,,likely seasonal snow conflation ,,
1267685.708,647956.9838,1,122,g,7/17/2009,Maxar,,,
1404665.708,139486.9838,1,123,g,5/31/2017,na,,,
1269215.708,473356.9838,1,124,g,17-May,landsat,,,
1221755.708,29506.98378,1,125,g,5/27/2015,Maxar,,,
1140695.708,852226.9838,1,126,u,,,insufficient resolution,,
1240505.708,81676.98378,1,127,g,16-Dec,landsat,,,
1515695.708,431656.9838,1,128,g,16-Dec,landsat,near nunatak,,
1177445.708,829936.9838,1,129,g,9/10/2011,Maxar,,,
1314755.708,688456.9838,1,130,u,,,image artifact,,
1214795.708,89926.98378,1,131,u,,,insufficient resolution,,
1198775.708,782266.9838,1,132,g,6/30/2014,Maxar,some debris,,
1235945.708,82336.98378,1,133,g,16-Dec,landsat,,,
1282235.708,529876.9838,1,134,u,,,very likely glacier ,,
1251275.708,461296.9838,1,135,u,,,probably morrain,y,too close to edge 
1191455.708,804706.9838,1,136,g,5/21/2014,Maxar,,,
1254755.708,626656.9838,1,137,g,7/15/2008,Maxar,,,
1216025.708,556936.9838,1,138,u,6/25/2004,,likely glacier ,y,too close to edge
1130825.708,919756.9838,1,139,s,16-Dec,landsat,likely seasonal snow conflation ,,
1398605.708,576316.9838,1,140,d,16-Dec,landsat,could also be morrain,,
1509005.708,368506.9838,1,141,g,16-Dec,landsat,,,
1126175.708,1095166.984,1,142,u,6-Dec,landsat,insufficient resolution,,
972275.7078,1285756.984,1,143,g,10/1/2011,Maxar,,,
1264445.708,693766.9838,1,144,u,8/1/2010,Maxar,too close to an edge ,y,too close to edge 
1245605.708,543406.9838,1,145,g,9/11/2010,Maxar,close to morrain ,y,too close to edge
1214225.708,678706.9838,1,146,g,7/1/2006,Maxar,close to nunatak,,
1231745.708,1024876.984,1,147,u,16-Dec,landsat,insufficient resolution,,
1251515.708,702736.9838,1,148,g,6/8/2016,Maxar,close to nunatak,m,too close to edge
1191275.708,636496.9838,1,149,g,6/5/2009,Maxar,could also be some snow ,,
1211105.708,795916.9838,1,150,s,5/16/2010,Maxar,likely a nunatak ,,
1137155.708,216796.9838,1,151,g,8/29/2007,Maxar,close to edge ,,
1268675.708,688576.9838,1,152,g,8/1/2010,Maxar,could also be morrain,y,too close to edge
1381355.708,518896.9838,1,153,g,16-Dec,landsat,,,
1162025.708,1072966.984,1,154,u,16-Dec,landsat,image deficit ,,
1027115.708,1267996.984,1,155,g,16-Dec,landsat,near nunatak,,
1532525.708,320326.9838,1,156,g,4/28/2014,Maxar,,,
1249235.708,286876.9838,1,157,g,16-Dec,landsat,could also be debris covered,,
1370615.708,599926.9838,1,158,g,16-Dec,landsat,could also be some snow ,,
1194035.708,759676.9838,1,159,d,6/30/2014,Maxar,could be close to morrain ,,
1397105.708,566506.9838,1,160,u,12/30/2016,Maxar,could be a glacier,,
1512185.708,440716.9838,1,161,g,15-Dec,landsat,close to nunatak,,
1501715.708,480616.9838,1,162,g,16-Dec,landsat,close to nunatak,y,too close to edge
1138205.708,269746.9838,1,163,s,6/29/2019,CNES,nunatak but close to glacier,,
1121225.708,1167976.984,1,164,g,5/17/2007,Maxar,near nunatak,,
1116035.708,958906.9838,1,165,g,6/18/2015,Maxar,near morrain,,
1474595.708,180196.9838,1,166,g,5/31/2017,Maxar,maybe on nunatak feature,,
1227365.708,270496.9838,1,167,u,12/31/2005,Maxar,likely glacier but maybe snow,,
1161815.708,737386.9838,1,168,d,6/14/2015,Maxar,could also be morrain,,
1072235.708,990646.9838,1,169,d,9/8/2014,Maxar,could also be morrain,,
1134905.708,1130176.984,1,170,u,16-Dec,landsat,on glacier but likely nunatak ,,
1513895.708,435856.9838,1,171,g,16-Dec,landsat,close to edge ,,
1146935.708,987406.9838,1,172,g,6/26/2014,Maxar,very small glaciated area,,
1186235.708,68236.98378,1,173,g,16-Dec,landsat,could also be nunatak ,,
907205.7078,-85303.01622,1,174,g,7/29/2014,Maxar,,,
1299425.708,398446.9838,1,175,g,9/3/2018,Maxar,near nunatak,,
1052765.708,162976.9838,1,176,g,9/2/1996,USGS,,m,temporal disconnect
1249385.708,357826.9838,1,177,u,5/29/2017,na,"could be glacier, might be snow ",,
1257725.708,689356.9838,1,178,g,5/19/2013,Maxar,close to nunatak,y,too close to edge
1230275.708,70846.98378,1,179,g,16-Dec,landsat,,,
1231805.708,793996.9838,1,180,g,9/8/2005,Maxar,,,
990305.7078,1295656.984,1,181,g,16-Dec,landsat,near nunatak,m,too close to edge
1255895.708,278266.9838,1,182,u,16-Dec,landsat,insufficient resolution,,
1318205.708,648736.9838,1,183,g,9/10/2020,Maxar,image artifact,,
1340525.708,637456.9838,1,184,d,7/31/2008,Maxar,likely now morrain ,,
1124405.708,971176.9838,1,185,u,6/18/2015,Maxar,might be snow,,
1502705.708,433276.9838,1,186,g,8/30/2016,Maxar,some debris,,
1169285.708,986536.9838,1,187,g,16-Dec,landsat,,,
1150445.708,28696.98378,1,188,g,7/11/2006,Maxar,near nunatak,,
1281215.708,371476.9838,1,189,g,5/29/2017,Maxar,,,
1239545.708,459016.9838,1,190,g,17-May,landsat,,,
1152275.708,900166.9838,1,191,g,5/21/2014,Maxar,near nunatak,,
1226765.708,301306.9838,1,192,u,5/14/2012,Maxar,likely snow conflation,,
1311425.708,88126.98378,1,193,d,16-Dec,landsat,could also be morrain,,
1218245.708,463846.9838,1,194,g,4/9/2010,Maxar,image artifact,,
1203995.708,766276.9838,1,195,g,6/30/2014,Maxar,,,
1207865.708,286276.9838,1,196,g,15-Aug,Maxar,close to debris,,
1333595.708,682846.9838,1,197,g,16-Dec,landsat,,,
1140635.708,16966.98378,1,198,g,5/23/2014,Maxar,,,
1156715.708,40876.98378,1,199,u,8/1/2015,Maxar,,y,too close to edge
1125425.708,1121476.984,1,200,g,16-Dec,landsat,,,
1335755.708,685576.9838,1,201,sh,16-Dec,landsat,likely glacier but could also be nunatak,,
1236095.708,545656.9838,1,202,g,9/6/2004,Maxar,near nunatak,,
930695.7078,-42883.01622,1,203,d,16-Dec,landsat,,,
1414775.708,116896.9838,1,204,d,5/31/2017,na,could also be morrain,,
1169615.708,282466.9838,1,205,g,8/21/2012,Maxar,,,
1282385.708,23746.98378,1,206,g,16-Dec,landsat,,m,too close to edge
1242545.708,439576.9838,1,207,u,18-Oct,landsat,insufficient resolution,,
1087535.708,1197766.984,1,208,u,18-Oct,landsat,insufficient resolution,,
1247075.708,438286.9838,1,209,g,9/4/2009,Maxar,very close to edge,y,too close to edge
1113755.708,195886.9838,1,210,s,4/6/2011,na,seasonal snow conflation ,,
918365.7078,-51403.01622,1,211,u,16-Dec,landsat,insufficient resolution,,
1461305.708,156346.9838,1,212,g,6/13/2015,Maxar,,,
1094915.708,208606.9838,1,213,g,8/7/2005,Maxar,near nunatak,y,too close to edge
1337285.708,654436.9838,1,214,g,9/7/2015,Maxar,near nunatak,,
1534955.708,373516.9838,1,215,u,16-Dec,landsat,could be seasonal snow,,
1543325.708,318526.9838,1,216,u,4/28/2014,Maxar,very likely glacier,,
1231685.708,480196.9838,1,217,g,16-Dec,landsat,near nunatak,,
1279265.708,37756.98378,1,218,g,16-Dec,landsat,near non glacier,m,
1195175.708,713626.9838,1,219,w,6/23/2015,Maxar,water covered in ice,,
1284545.708,316456.9838,1,220,g,6/16/2015,Maxar,could also be seasonal snow,,
1195445.708,802546.9838,1,221,s,5/21/2014,Maxar,seasonal snow conflation ,,
1297745.708,84316.98378,1,222,u,16-Dec,landsat,insufficient resolution,,
1271105.708,467086.9838,1,223,g,16-Dec,landsat,,,
1052135.708,1227736.984,1,224,g,8/2/2014,Maxar,,,
1180145.708,725686.9838,1,225,d,6/3/2014,Maxar,,,
1082915.708,196336.9838,1,226,u,4/16/2011,Maxar,likely snow conflation,,
1374185.708,606466.9838,1,227,g,16-Dec,landsat,,,
1084715.708,1184086.984,1,228,u,16-Dec,landsat,insufficient resolution,,
1554005.708,312286.9838,1,229,u,16-Dec,landsat,insufficient resolution,,
1283105.708,19156.98378,1,230,sh,16-Dec,landsat,could also have some debris,,
1054325.708,172276.9838,1,231,g,7/19/2005,Maxar,near nunatak,,
1085195.708,206806.9838,1,232,g,8/7/2005,Maxar,near nunatak,,
1228325.708,62776.98378,1,233,g,16-Dec,landsat,,,
1156925.708,836236.9838,1,234,s,8/23/2015,Maxar,,,
1118375.708,235756.9838,1,235,g,9/9/2005,Maxar,near nunatak,y,too close to an edge
1124465.708,1107016.984,1,236,g,7/27/2013,Maxar,near nunatak,,
1210475.708,1054906.984,1,237,g,7/31/2014,Maxar,,,
1182335.708,842086.9838,1,238,u,16-Dec,landsat,could also be snow ,,
1136045.708,47446.98378,1,239,u,8/1/2015,Maxar,very likely glacier,,
1408985.708,91216.98378,1,240,u,16-Dec,landsat,could be seasonal snow,,
1359635.708,280996.9838,1,241,s,13-Dec,landsat,likely seasonal snow conflation ,,
1197155.708,76936.98378,1,242,g,8/10/2008,Maxar,,,
1263515.708,102586.9838,1,243,n,16-Dec,landsat,could be seasonal snow,,
1160705.708,264886.9838,1,244,u,16-Dec,landsat,insufficient resolution,,
1085735.708,957646.9838,1,245,g,5/27/2015,Maxar,near nunatak,,
1181135.708,24766.98378,1,246,u,5/23/2014,Maxar,could be seasonal snow,,
1176335.708,756376.9838,1,247,d,8/3/2015,Maxar,,,
1278365.708,329716.9838,1,248,g,6/16/2015,Maxar,,,
1026695.708,1241506.984,1,249,g,8/2/2014,Maxar,,,
1136255.708,975286.9838,1,250,g,6/26/2014,Maxar,,,
1468325.708,157516.9838,1,251,g,5/31/2017,na,likely seasonal snow conflation ,,
1146905.708,1039756.984,1,252,g,7/3/2015,Maxar,near nunatak,y,too close to an edge
1231325.708,569596.9838,1,253,g,16-Dec,landsat,near nunatak,,
1089755.708,1185136.984,1,254,u,,,insufficient resolution,,
1390145.708,72736.98378,1,255,n,,,nunatak but close to glacier,y,too close to an edge
1272275.708,425626.9838,1,256,g,9/16/2010,Maxar,could be melted,,
939965.7078,1411516.984,1,257,u,,,insufficient resolution,,
1431815.708,110116.9838,1,258,g,8/10/2015,Maxar,,,
1149875.708,860296.9838,1,259,g,16-Dec,landsat,could also be seasonal snow,,
1211375.708,803566.9838,1,260,s,7/14/2008,Maxar,likely seasonal snow conflation ,,
1145435.708,1045246.984,1,261,g,7/3/2015,Maxar,,,
1528655.708,367516.9838,1,262,s,7/3/2015,landsat,likely seasonal snow conflation ,,
1308695.708,679396.9838,1,263,u,,,on a ridge ,y,too close to an edge
1171025.708,982396.9838,1,264,g,16-Dec,landsat,near nunatak,,
1173065.708,1063696.984,1,265,g,7/31/2014,Maxar,,,
1155275.708,857236.9838,1,266,g,16-Dec,Maxar,,,
1537205.708,320566.9838,1,267,u,,,insufficient resolution,,
1264715.708,365146.9838,1,268,sh,8/11/2015,Maxar,near nunatak,m,too close to an edge
1351745.708,645346.9838,1,269,s,9/7/2015,Maxar,likely seasonal snow conflation ,,
1117625.708,927526.9838,1,270,g,5/27/2015,Maxar,,,
1450475.708,155146.9838,1,271,g,6/13/2015,Maxar,,,
1143005.708,249196.9838,1,272,s,8/23/2015,Maxar,likely seasonal snow conflation ,,
1178015.708,831256.9838,1,273,g,9/10/2011,Maxar,,,
1371995.708,277396.9838,1,274,s,5/30/2017,Maxar,likely seasonal snow conflation ,,
1042055.708,1237606.984,1,275,g,8/2/2014,Maxar,near nunatak,,
1471265.708,181336.9838,1,276,g,5/31/2017,NASA,,,
1350725.708,555826.9838,1,277,g,6/23/2009,Maxar,,,
1537685.708,308416.9838,1,278,s,15-Dec,landsat,likely seasonal snow conflation ,,
1274855.708,497986.9838,1,279,g,8/3/2009,Maxar,could be melted,y,too close to an edge
1141415.708,862906.9838,1,280,g,16-Dec,landsat,could also be snow ,,
1385885.708,535486.9838,1,281,g,9/10/2011,Maxar,,,
1162415.708,738136.9838,1,282,d,6/14/2015,Maxar,,,
1206455.708,21736.98378,1,283,d,8/7/2008,Maxar,could also be morrain,,
1357445.708,276226.9838,1,284,s,5/30/2017,Maxar,likely seasonal snow conflation ,,
1191455.708,1050406.984,1,285,u,7/31/2014,Maxar,near nunatak,y,too close to an edge
1262525.708,364216.9838,1,286,d,8/11/2015,Maxar,could also be morrain,,
1111535.708,227266.9838,1,287,g,6/16/2012,Maxar,near nunatak,,
1353845.708,532066.9838,1,288,d,6/5/2014,Maxar,,,
1227575.708,810496.9838,1,289,g,8/28/2015,Maxar,near nunatak,,
1084325.708,972976.9838,1,290,g,6/18/2015,Maxar,,,
992375.7078,1297606.984,1,291,g,16-Dec,landsat,could also be snow ,,
1308965.708,333256.9838,1,292,d,17-May,landsat,could also be morrain,,
1300895.708,84256.98378,1,293,g,16-Dec,landsat,,,
1335995.708,583426.9838,1,294,d,6/20/2015,Maxar,could also be morrain,m,very close to edge
1274735.708,698026.9838,1,295,d,8/1/2010,Maxar,could also be morrain,,
1185065.708,760666.9838,1,296,d,7/30/2014,Maxar,,,
1246295.708,420256.9838,1,297,g,1/28/2014,Maxar,could also be snow ,,
1226825.708,800206.9838,1,298,g,9/8/2005,Maxar,near nunatak,,
1212515.708,585796.9838,1,299,g,16-Dec,landsat,,,
1255115.708,438826.9838,1,300,g,9/4/2009,Maxar,,,
1142855.708,916756.9838,1,301,u,16-Dec,landsat,insufficient resolution,,
1198625.708,37906.98378,1,302,g,8/1/2015,Maxar,,,
1510385.708,435916.9838,1,303,g,8/30/2016,Maxar,,,
1147475.708,1097626.984,1,304,g,7/27/2013,Maxar,near nunatak,,
1095245.708,958906.9838,1,305,g,5/27/2015,Maxar,,,
1188935.708,833746.9838,1,306,u,16-Dec,landsat,very likely glacier,,
1151705.708,34246.98378,1,307,u,7/11/2006,Maxar,near nunatak,y,too close to an edge
1161275.708,736726.9838,1,308,d,6/14/2015,Maxar,,,
1270805.708,350476.9838,1,309,g,5/29/2017,Maxar,,,
1192085.708,298906.9838,1,310,u,,Maxar,too much snow to decide,,
1415675.708,98596.98378,1,311,d,8/10/2015,,,,
932105.7078,1453786.984,1,312,g,8/1/2019,CNES,,,
1309445.708,399526.9838,1,313,g,9/3/2018,Maxar,could also be debris covered,,
1402595.708,139156.9838,1,314,d,5/31/2017,na,,,
1163915.708,1069426.984,1,315,n,7/31/2014,Maxar,nunatak but close to glacier,m,close to edge
1408865.708,89926.98378,1,316,g,17-May,landsat,,,
1231205.708,783676.9838,1,317,g,6/30/2014,Maxar,near nunatak,y,close to edge
1173785.708,856636.9838,1,318,u,17-May,landsat,likely seasonal snow conflation ,,
1282325.708,83266.98378,1,319,u,17-May,landsat,insufficient resolution,,
1251875.708,456376.9838,1,320,g,17-May,landsat,,,
1359935.708,624256.9838,1,321,u,6/15/2014,Maxar,clouds,,
1255115.708,446956.9838,1,322,g,1/29/2014,Maxar,,,
1214255.708,1030246.984,1,323,u,,,image deficit ,,
1266395.708,632356.9838,1,324,g,7/17/2009,Maxar,near nunatak,m,close to edge
1170815.708,829846.9838,1,325,n,9/10/2011,Maxar,could be melted,y,too close to an edge
1148555.708,1041706.984,1,326,u,,landsat,insufficient resolution,,
1327805.708,685186.9838,1,327,u,16-Dec,landsat,insufficient resolution,,
1139675.708,282556.9838,1,328,u,16-Dec,landsat,insufficient resolution,,
1156685.708,26056.98378,1,329,g,5/23/2014,Maxar,,,
996125.7078,1268266.984,1,330,u,16-Dec,landsat,insufficient resolution,,
1128545.708,232156.9838,1,331,g,11/14/2018,Maxar,could have some snow issues,,
1086455.708,944746.9838,1,332,g,5/27/2015,Maxar,,,
1200785.708,739036.9838,1,333,d,7/1/2014,Maxar,could also be morrain,,
1090655.708,944266.9838,1,334,g,5/27/2105,Maxar,near nunatak,,
1065035.708,173656.9838,1,335,g,7/19/2003,Maxar,near nunatak,,
1265885.708,430186.9838,1,336,u,9/16/2010,Maxar,could also be debris covered,,
1459505.708,185416.9838,1,337,g,11-Dec,landsat,could also be debris covered,m,image resolution 
1357625.708,548686.9838,1,338,g,9/4/2010,Maxar,could have some snow issues,,
1370645.708,612826.9838,1,339,g,6/15/2014,Maxar,could have some snow issues,,
1270655.708,466936.9838,1,340,u,,,image artifact,,
1196705.708,1061416.984,1,341,g,7/31/2014,Maxar,near nunatak,,
1248995.708,407836.9838,1,342,g,9/3/2018,Maxar,near nunatak,,
1101335.708,206116.9838,1,343,u,5/18/2013,Maxar,too much snow to decide,,
1223105.708,682816.9838,1,344,n,8/9/2004,Maxar,nunatak but close to glacier,y,too close to an edge
1256285.708,263056.9838,1,345,g,10/19/2012,Maxar,could have some snow issues,,
1200395.708,77176.98378,1,346,g,8/10/2008,Maxar,,,
1197215.708,817276.9838,1,347,g,9/10/2011,Maxar,could be melted,,
1467395.708,175276.9838,1,348,g,8/31/2015,Maxar,,,
1446875.708,157306.9838,1,349,g,4/7/2013,Maxar,,,
1089755.708,942496.9838,1,350,s,5/27/2015,Maxar,likely seasonal snow conflation ,,
1165655.708,1077526.984,1,351,u,16-Dec,landsat,"could be glacier, might be snow ",,
1532735.708,355216.9838,1,352,u,16-Dec,landsat,insufficient resolution,,
1282355.708,423886.9838,1,353,g,9/16/2010,Maxar,near nunatak,y,too close to an edge
1360325.708,598966.9838,1,354,u,16-Dec,landsat,insufficient resolution,,
1239365.708,283066.9838,1,355,g,9/3/1996,USGS,could be melted,m,temporal disconnect
1251725.708,704176.9838,1,356,g,6/8/2016,Maxar,could have some snow issues,,
1315655.708,682246.9838,1,357,u,5/21/2015,Maxar,too much snow to decide,,
1336295.708,555286.9838,1,358,g,5/21/2015,Maxar,,,
1090175.708,215086.9838,1,359,g,8/7/2005,Maxar,near nunatak,y,too close to an edge
1115885.708,1127836.984,1,360,g,7/26/2010,Maxar,near nunatak,,
1340675.708,566866.9838,1,361,g,5/20/2015,Maxar,,,
1310405.708,87376.98378,1,362,d,16-Dec,landsat,,,
1216955.708,710026.9838,1,363,g,6/23/2015,Maxar,,,
1469135.708,178606.9838,1,364,g,8/31/2015,Maxar,near morrain,m,too close to an edge
1288895.708,420766.9838,1,365,g,10/1/2018,Maxar,,,
1136375.708,1048156.984,1,366,g,5/15/2017,Maxar,,,
1196135.708,682726.9838,1,367,tw,8/30/3009,Maxar,might be water now,m,temporal disconnect
1174445.708,860206.9838,1,368,g,13-Dec,landsat,near nunatak,,
1160495.708,875596.9838,1,369,g,8/12/2005,Maxar,near nunatak,,
1036745.708,1260886.984,1,370,g,16-Dec,landsat,,,
1252625.708,679666.9838,1,371,g,15-Dec,landsat,,,
1196495.708,827746.9838,1,372,g,9/10/2011,Maxar,,,
1292795.708,413416.9838,1,373,g,9/16/2010,Maxar,,,
1340045.708,90286.98378,1,374,s,13-Dec,landsat,seasonal snow conflation ,,
1331555.708,257476.9838,1,375,u,17-May,landsat,insufficient resolution,,
1117145.708,54916.98378,1,376,g,6/29/2009,Maxar,,,
1363385.708,562936.9838,1,377,n,9/19/2010,Maxar,nunatak but close to glacier,,
1397525.708,587896.9838,1,378,u,9/13/2009,Maxar,morrain,y,too close to an edge
1508975.708,367516.9838,1,379,g,15-Dec,landsat,,,
